Branch,Clinic,Doctor Name,Clinic Rank in Medical Center,Doctor Rank in Clinic,Section,Period,Claimed Amount,#Claimants,#Claims,ACLC (Average Claimant Cost Doctor Clinic),ACC (Average Claim Cost Doctor Clinic),ACC (Average Claim Cost Branch Clinic),Ratio ACC to Branch,ACLC (Average Claimant Cost Branch Clinic),Ratio ACLC to Branch,ACC (Average Claim Cost Medical Centers Clinic),Ratio ACC to Medical Center,ACC INDICATOR,ACLC (Average Claimant Cost Medical Centers Clinic),Ratio ACLC to Medical Center
OB-GYNE,HMC - Al Ghadeer,202312, MARLIE  ABOU JAOUDE,136,126,"102,403",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"18,025","45,196",812,"13,419","24,950"
OB-GYNE,HMC - Al Ghadeer,202312,Zeina Hajjar,137,129,"85,616",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"18,190","43,068",402,"8,045","15,910"
OB-GYNE,HMC - Al Narjis,202312,Duaa Aldalaen,255,239,"162,853",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"32,924","69,786","4,322","22,040","33,781"
OB-GYNE,HMC - Al Narjis,202312,Haifa Aljobeer,43,42,"29,667",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"5,579","13,761",780,"4,292","5,255"
OB-GYNE,HMC - Al Narjis,202312,LATIFA  Henni,195,188,"90,645",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"25,490","31,726","1,297","14,616","17,517"
OB-GYNE,HMC - Al Narjis,202312,RANA  ALTARAWNEH,198,183,"138,338",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"26,152","66,513","2,128","17,097","26,447"
OB-GYNE,HMC - Al Narjis,202312,SANAA  TULBAH,387,375,"196,018",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"50,465","70,287","2,854","31,822","40,589"
OPHTHALMOLOGY,HMC - Al Ghadeer,202312,ABDULLAH FUAD,48,48,"16,158",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"6,292",136,"3,741","5,990",
OPHTHALMOLOGY,HMC - Al Ghadeer,202312,ALAAELDIN  NAWAS,197,193,"76,506",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"25,804",491,"26,446","23,765",
OPHTHALMOLOGY,HMC - Al Ghadeer,202312,ANEES ALZUBI ANEES ALZUBI,170,162,"76,060",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"22,084",,"17,214","36,762",
OPHTHALMOLOGY,HMC - Al Ghadeer,202312,Abdullah Alnaim,69,69,"110,051",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"9,173",448,"90,979","9,451",
OPHTHALMOLOGY,HMC - Al Narjis,202312, LILIIA PAVLOVA,257,252,"79,180",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"33,250",557,"19,858","25,515",
OPHTHALMOLOGY,HMC - Al Narjis,202312,MOHAMMAD  ALSHAWABKEH,433,432,"117,603",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"57,452","1,470","21,624","37,057",
OPHTHALMOLOGY,HMC - Al Narjis,202312,RAKAN  ALGORINEES,184,183,"66,670",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"24,415",57,"23,846","18,351",
ORTHOPEDICS,HMC - Al Ghadeer,202312,ABDULAZIZ  ALDAKHIL ABDULAZIZ  ALDAKHIL,3,3,"1,725",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,395,,,"1,042",287
ORTHOPEDICS,HMC - Al Ghadeer,202312,BANDER  ALRASHEDAN,50,48,"20,751",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"6,224","4,054",118,"4,655","5,700"
ORTHOPEDICS,HMC - Al Ghadeer,202312,SULAIMAN ALANAZI,112,111,"41,841",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"17,679","1,054","1,643","8,077","13,389"
ORTHOPEDICS,HMC - Al Ghadeer,202312,WADHAH  FTITI,204,197,"98,250",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"26,230",122,118,"48,207","23,575"
ORTHOPEDICS,HMC - Al Narjis,202312, ABDULAZIZ BIN SAUD,164,158,"47,641",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"20,879",,366,"19,294","7,102"
ORTHOPEDICS,HMC - Al Narjis,202312, KHALID  BINOWN,106,103,"56,095",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"13,542",615,"17,335","7,116","17,488"
ORTHOPEDICS,HMC - Al Narjis,202312,ALI   ELTAWEEL,364,360,"106,450",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"46,614",,"1,053","32,280","26,502"
ORTHOPEDICS,HMC - Al Narjis,202312,Abdulaziz Almutair,66,66,"60,902",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"8,815","2,453","26,517","5,515","17,603"
ORTHOPEDICS,HMC - Al Narjis,202312,HASSAN  ALMOALLEM,72,72,"22,059",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"11,336",,353,"3,148","7,223"
ORTHOPEDICS,HMC - Al Narjis,202312,KHALID  ALGHAMDI,150,148,"57,832",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"19,017","1,221","2,387","17,815","17,391"
PEDIATRIC,HMC - Al Ghadeer,202312,EBTIHAL TURKISTANI,236,231,"101,598",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"31,100","13,916","13,081","43,169",332
PEDIATRIC,HMC - Al Ghadeer,202312,MARWA  BARKALLAH,245,243,"95,241",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"31,992","5,186","17,657","40,232",175
PEDIATRIC,HMC - Al Ghadeer,202312,DUAA SALLAM,197,193,"87,287",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"25,982","7,898","14,763","36,354","2,290"
PEDIATRIC,HMC - Al Ghadeer,202312,JAWAHER  ALSHANWANI,90,89,"28,151",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"14,514","2,021","5,391","6,226",
PEDIATRIC,HMC - Al Ghadeer,202312, RABAB  ALGHAITHI,73,73,"25,187",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"11,870","5,992","1,547","5,702",77
PEDIATRIC,HMC - Al Narjis,202312,Abdulaziz Mesained,23,23,"8,711",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"3,579",593,"2,189","2,350",
PEDIATRIC,HMC - Al Narjis,202312,Abdulwahab Alharthi,279,276,"161,050",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"45,210","31,312","29,868","53,238","1,421"
PEDIATRIC,HMC - Al Narjis,202312,ELIAS ELIAS,542,530,"214,469",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"69,179","19,562","54,469","69,606","1,653"
PEDIATRIC,HMC - Al Narjis,202312,JOCELYNE  GHANIMEH,554,541,"236,974",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"91,087","23,502","53,991","65,964","2,430"
PEDIATRIC,HMC - Al Narjis,202312,MUATH ALMUHAINI,36,36,"12,065",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"4,753",39,"2,523","4,750",
PEDIATRIC,HMC - Al Narjis,202312,OLA IBRAHIM,402,390,"205,210",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"52,923","21,167","54,414","74,073","2,633"
PEDIATRIC,HMC - Al Narjis,202312,THAER SALEH,401,389,"177,916",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"52,488","33,092","32,045","56,373","3,917"
PULMONARY,HMC - Al Narjis,202312,BASHAYER  ALBOGAMI,169,164,"149,235",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"21,282","35,746","5,162","72,350","14,696"
RHEUMATOLOGY,HMC - Al Narjis,202312,Nouf alhammadi,40,38,"73,178",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"6,404","27,131",,"35,109","4,534"
UROLOGY CLINIC,HMC - Al Ghadeer,202312,LOAI  ALQAHTANI,25,24,"9,098",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"3,231","2,271",,"2,361","1,235"
UROLOGY CLINIC,HMC - Al Ghadeer,202312,Omar Abduldaem,58,56,"28,204",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"8,967","8,306",37,"4,605","6,288"
UROLOGY CLINIC,HMC - Al Narjis,202312,ABDULSALAM AHMED ALBALAWI ABDULSALAM AHMED ALBALAWI,60,58,"30,118",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"9,677","4,240",34,"6,817","9,351"
UROLOGY CLINIC,HMC - Al Narjis,202312,MOHAMMED ALDURAYHIM MOHAMMED ALDURAYHIM,61,60,"24,771",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"9,925","6,900",100,"3,249","4,598"
ER CLINIC,HMC - Al Ghadeer,202401,ABDULMUHAIMEN   ALMUFTI,355,347,"77,432",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"46,595","7,774","10,927","5,705","6,431"
ER CLINIC,HMC - Al Ghadeer,202401,WALID  ALORAINY,303,297,"60,821",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"39,468","6,223","7,583","4,669","2,878"
ER CLINIC,HMC - Al Ghadeer,202401,TALAL ALSHAIKH,380,368,"74,902",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"49,637","12,230","6,279","2,761","3,996"
ER CLINIC,HMC - Al Narjis,202401,,65,64,522,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,
"Allergy, Asthma and Immunology",HMC - Al Narjis,202401,SAFIAH SUMAYLI,29,27,"27,458",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"4,772","18,969",840,"2,877",
CARDIOLOGY,HMC - Al Narjis,202401,SALEEM ALANAZI,59,59,"28,377",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"9,123","8,971","3,054","7,084",146
Clinical Nutrition,HMC - Al Ghadeer,202401,NAGHAM NAGHAM KHALED EL DADOUN,36,35,"4,677",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"4,677",,,,
Clinical Nutrition,HMC - Al Narjis,202401,SARA BIN NASBAN,55,54,"8,975",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"6,856","2,119",,,
DERMATOLOGY,HMC - Al Ghadeer,202401,ALANOUD  ALMARZOOQ,218,212,"98,488",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"28,856","15,380","38,197","16,054",
DERMATOLOGY,HMC - Al Ghadeer,202401,HAIFA  ALFALAH,78,77,"32,679",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"13,061","4,479","10,022","5,117",
DERMATOLOGY,HMC - Al Narjis,202401,MAJED ALGADHI,178,175,"56,737",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"22,364","7,411","11,040","15,922",
ENDOCRINE CLINIC,HMC - Al Ghadeer,202401,Amani AlRifaii,176,158,"178,090",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"23,081","81,157","1,698","65,530","6,624"
ENDOCRINE CLINIC,HMC - Al Ghadeer,202401,ENAS  HASAN,139,134,"132,398",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"18,278","68,691",,"41,727","3,702"
ENDOCRINE CLINIC,HMC - Al Ghadeer,202401,MASHAEL ALHARBI MASHAEL ALHARBI,26,24,"25,310",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"4,057","9,445",,"11,808",
ENDOCRINE CLINIC,HMC - Al Narjis,202401,ABEER ALJOMAIAH,43,41,"54,385",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"6,975","38,121",,"7,183","2,107"
ENDOCRINE CLINIC,HMC - Al Narjis,202401,BAKHITAH  ALEID,290,272,"283,038",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"46,182","133,941",181,"93,246","9,488"
ENDOCRINE CLINIC,HMC - Al Narjis,202401,HAMAD  ALABLANI,109,98,"113,186",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"17,318","53,730",37,"38,756","3,345"
ENDOCRINE CLINIC,HMC - Al Narjis,202401,Jessica Chaaya,125,119,"120,771",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"15,921","52,885",515,"45,328","6,122"
ENT CLINIC,HMC - Al Ghadeer,202401,ABDULAZIZ  ALANZI,101,98,"44,333",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"16,766",634,"14,950","11,529",454
ENT CLINIC,HMC - Al Ghadeer,202401,ABRAR TAWAKOUL,299,294,"110,597",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"40,122","2,912","12,150","54,099","1,313"
ENT CLINIC,HMC - Al Ghadeer,202401,HISHAM YOUSIF ISIHAG OMER HISHAM YOUSIF ISIHAG OMER,25,25,"7,041",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"3,145",252,"1,351","2,292",
ENT CLINIC,HMC - Al Ghadeer,202401,Kholoud Alamri,50,49,"21,539",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"6,722",394,"9,892","4,531",
ENT CLINIC,HMC - Al Ghadeer,202401,MOTASEM  ALRASHDAN,145,144,"68,431",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"18,850","2,532","26,688","18,237","2,124"
ENT CLINIC,HMC - Al Ghadeer,202401,NAIF ALOSAIMI NAIF ALOSAIMI,95,95,"43,477",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"12,555","2,812","15,211","11,797","1,103"
ENT CLINIC,HMC - Al Ghadeer,202401,Noura Alnafea,53,51,"24,754",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"7,219","1,712","8,301","7,266",256
ENT CLINIC,HMC - Al Ghadeer,202401,SALEH  ALZEN,294,284,"126,463",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"37,454","2,386","45,178","40,949",496
ENT CLINIC,HMC - Al Narjis,202401,HASSAN   ALASSIRY,49,48,"11,251",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"6,481",235,96,"4,282",156
ENT CLINIC,HMC - Al Narjis,202401,Hisham Almutawa,67,66,"30,076",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"8,443",,"10,506","11,127",
ENT CLINIC,HMC - Al Narjis,202401,Lamya Huwaimel,100,100,"46,524",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"13,076",,"21,598","10,454","1,395"
ENT CLINIC,HMC - Al Narjis,202401,MAZEN ALFOZAN,158,157,"47,929",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"25,613","1,224","5,962","13,598","1,531"
ENT CLINIC,HMC - Al Narjis,202401,MUATH  ALSABIH,268,267,"71,024",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"34,566",535,"7,941","27,011",970
ENT CLINIC,HMC - Al Narjis,202401,Omar Alrashood,117,115,"83,911",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"15,151","2,424","52,233","13,194",908
ENT CLINIC,HMC - Al Narjis,202401,RASHA  ABDULRAHMAN,387,379,"97,172",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"51,159",167,"3,254","40,929","1,662"
ENT CLINIC,HMC - Al Narjis,202401,SABRINE   NAJAR,362,359,"104,019",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"47,817","1,192","6,013","47,936","1,062"
ENT CLINIC,HMC - Al Narjis,202401,SALEH ALQARYAN SALEH ALQARYAN,78,75,"26,106",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"10,515",,"7,690","7,313",588
ER CLINIC,HMC - Al Ghadeer,202401, DEEMA ABUAISH,193,186,"36,164",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"25,123","5,412","2,373","1,463","1,793"
ER CLINIC,HMC - Al Ghadeer,202401,AHMED ALSHUDUKHI  AHMED ALSHUDUKHI,85,85,"21,393",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"11,001","4,026","3,318","1,025","2,023"
ER CLINIC,HMC - Al Ghadeer,202401,Asma Alghamdi,72,72,"17,024",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"9,480","3,734",966,"1,228","1,616"
ER CLINIC,HMC - Al Ghadeer,202401,Fahad Alkahtani,85,84,"15,802",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"10,985","1,107","1,076","1,652",982
ER CLINIC,HMC - Al Ghadeer,202401,WAFA ALASWAD  WAFA ALASWAD,67,67,"12,514",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"9,023","1,285",793,397,"1,015"
ER CLINIC,HMC - Al Ghadeer,202401,SAUD ALSHAHRANI  SAUD ALSHAHRANI,56,56,"12,402",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"7,096","1,437","1,634","1,154","1,081"
ER CLINIC,HMC - Al Ghadeer,202401,AHMAD BIN KHALAF,47,47,"14,212",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"6,160","4,543","1,249",833,"1,426"
ER CLINIC,HMC - Al Ghadeer,202401,Mohammed Aldini,50,49,"9,887",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"6,340",654,"1,128",790,976
ER CLINIC,HMC - Al Ghadeer,202401,ABDULAZIZ  BALUBAID,39,39,"9,531",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"4,871","1,913","1,736",517,495
ER CLINIC,HMC - Al Ghadeer,202401,NAWAF ALKHARASHI  NAWAF ALKHARASHI,35,35,"9,503",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"4,394","2,816",892,638,764
ER CLINIC,HMC - Al Ghadeer,202401,MOOSA KHALIFAH  MOOSA KHALIFAH,32,32,"8,157",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"4,381","2,106",814,264,592
ER CLINIC,HMC - Al Ghadeer,202401,Ghaida Alsuhaibani,32,32,"7,064",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"4,184",889,"1,035",388,568
ER CLINIC,HMC - Al Ghadeer,202401,DALIA HASSAN ALI NASR  DALIA HASSAN ALI NASR,21,21,"5,689",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"2,749","1,444",730,270,496
ER CLINIC,HMC - Al Ghadeer,202401,BASHAER   ALREHAILI,18,18,"4,576",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"2,384","1,575",155,240,222
ER CLINIC,HMC - Al Ghadeer,202401,Ahlam Alomar,20,20,"4,322",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"2,547",320,735,720,
ER CLINIC,HMC - Al Ghadeer,202401,MOHAMMAD     ALANAZI,12,12,"2,746",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"1,555",666,165,262,97
ER CLINIC,HMC - Al Ghadeer,202401,MOHAMMAD JUNAIDALLAH,5,5,"3,265",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,716,"1,814",212,88,436
ER CLINIC,HMC - Al Ghadeer,202401, Ahmed Dahnawi,12,12,439,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,439,,
ER CLINIC,HMC - Al Ghadeer,202401,FADI JANDALI  QARA  FADI JANDALI  QARA,13,13,"2,423",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"1,638",81,37,217,450
ER CLINIC,HMC - Al Ghadeer,202401, Abdulfattah Alnami,26,24,"1,376",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,147,,"1,229",,
ER CLINIC,HMC - Al Ghadeer,202401, Wadea Alshamek,14,12,485,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,485,,
ER CLINIC,HMC - Al Ghadeer,202401, RASHED FAHAD,5,4,415,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,147,,220,48,
ER CLINIC,HMC - Al Ghadeer,202401, Nawaf Al-otaibi,12,11,389,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,389,,
ER CLINIC,HMC - Al Ghadeer,202401, Naif Saban,10,7,370,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,370,,
ER CLINIC,HMC - Al Ghadeer,202401, Mohammad Bajawi,16,14,500,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,500,,
ER CLINIC,HMC - Al Ghadeer,202401, Sultan Al-anaze,6,4,209,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,209,,
ER CLINIC,HMC - Al Ghadeer,202401,Turki Alqahtane,8,8,313,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,313,,
ER CLINIC,HMC - Al Ghadeer,202401, Amaar Asiri,7,3,208,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,208,,
ER CLINIC,HMC - Al Ghadeer,202401, Khalid Alrasheed,11,11,429,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,429,,
ER CLINIC,HMC - Al Ghadeer,202401,ABDULAZIZ   ALALI,4,4,544,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,504,,26,14,
ER CLINIC,HMC - Al Ghadeer,202401,HANAN  ALAMER,1,1,176,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,118,,59,,
ER CLINIC,HMC - Al Ghadeer,202401, Nawaf Alharbe,3,3,105,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,105,,
ER CLINIC,HMC - Al Ghadeer,202401,Wadea Alshamek,1,1,132,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,132,,,,
ER CLINIC,HMC - Al Ghadeer,202401,Alaa Alhourani,1,1,118,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,118,,,,
ER CLINIC,HMC - Al Ghadeer,202401,Sultan Al-anaze,1,1,118,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,118,,,,
ER CLINIC,HMC - Al Ghadeer,202401, Munirah AlAbdulsalam,1,1,33,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,33,,
ER CLINIC,HMC - Al Ghadeer,202401,,7,7,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,
ER CLINIC,HMC - Al Narjis,202401, ABDULAZIZ ALSOUMALI,117,117,"17,186",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"15,306",,"1,037",281,562
ER CLINIC,HMC - Al Narjis,202401, ALWALEED  ALSHWIKH,377,372,"73,883",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"48,462","10,192","4,294","4,383","6,552"
ER CLINIC,HMC - Al Narjis,202401, Abdullah Almeqbal,35,31,"1,296",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,"1,296",,
ER CLINIC,HMC - Al Narjis,202401, Amro Alhumaid,22,17,996,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,996,,
ER CLINIC,HMC - Al Narjis,202401, Fahad Alhudaib,18,16,783,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,783,,
ER CLINIC,HMC - Al Narjis,202401, Fahad Alshayaq,36,32,"1,378",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,"1,378",,
ER CLINIC,HMC - Al Narjis,202401, Feras Aljabri,26,22,"1,226",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,147,,"1,079",,
ER CLINIC,HMC - Al Narjis,202401, Khaled Almutairi,18,16,692,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,692,,
ER CLINIC,HMC - Al Narjis,202401, Khalid Al-otaibe,11,11,644,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,644,,
ER CLINIC,HMC - Al Narjis,202401, MADELYN AHMED OTHMAN,285,284,"66,797",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"36,981","13,827","6,806","3,674","5,509"
ER CLINIC,HMC - Al Narjis,202401, Mazen Alyahya,21,20,953,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,162,791,,
ER CLINIC,HMC - Al Narjis,202401, Mohammad Almarzouq,20,17,765,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,765,,
ER CLINIC,HMC - Al Narjis,202401, Mohammad Alsubiay,27,22,"1,036",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,125,,912,,
ER CLINIC,HMC - Al Narjis,202401, Mohammad Salih,2,2,92,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,92,,
ER CLINIC,HMC - Al Narjis,202401, Omar Alzahrani,17,16,769,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,162,607,,
ER CLINIC,HMC - Al Narjis,202401, Roud Alharbi,1,1,37,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,,37,,
ER CLINIC,HMC - Al Narjis,202401,ABDULAZIZ   ALALI,121,121,"22,279",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"15,716","3,472","1,263",591,"1,237"
ER CLINIC,HMC - Al Narjis,202401,ABDULAZIZ  BALUBAID,1,1,155,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,132,,7,16,
ER CLINIC,HMC - Al Narjis,202401,ABDULLAH   ALANAZI,38,38,"6,849",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"4,521",786,544,873,124
ER CLINIC,HMC - Al Narjis,202401,ABDULMUHAIMEN   ALMUFTI,2,2,235,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,235,,,,
ER CLINIC,HMC - Al Narjis,202401,ABDULRAHMAN   ALHAZMI,17,17,"3,716",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"2,018",475,,893,329
ER CLINIC,HMC - Al Narjis,202401,ABDULRAHMAN   ALJARULLH,23,23,"4,728",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"2,966","1,079",197,242,245
ER CLINIC,HMC - Al Narjis,202401,ABDULRAHMAN   ALMUTAIRI,80,80,"15,742",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"10,430","1,731","1,886",589,"1,107"
ER CLINIC,HMC - Al Narjis,202401,ABDULRAHMAN ALLAHHAM,455,449,"96,623",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"59,329","13,091","10,739","6,220","7,245"
ER CLINIC,HMC - Al Narjis,202401,AHMAD ALOLAH  AHMAD ALOLAH,237,226,"39,262",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"30,689","1,617","3,284",488,"3,185"
